,click_0.50,click_0.51,click_0.52,click_0.53,click_0.54,click_0.55,click_0.56,click_0.57,click_0.58,click_0.59,click_0.5,click_0.60,click_0.61,click_0.62,click_0.63,click_0.64,click_0.65,click_0.66,click_0.67,click_0.68,click_0.69,click_0.70,click_0.71,click_0.72,click_0.73,click_0.74,click_0.75,click_0.76,click_0.77,click_0.78,click_0.79,click_0.80,click_0.81,click_0.82,click_0.83,click_0.84,click_0.85,click_0.86,click_0.87,click_0.88,click_0.89,click_0.90,click_0.91,click_0.92,click_0.93,click_0.94,click_0.95,click_0.96,click_0.97,click_0.98,click_0.99,click_1.00,click_1.0
YBR062C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,4,4,4,4,11,10,10,13,13,17,15,5,5,6,10,5,1,2,1,1
YBR064W,1,1,3,4,5,5,3,5,9,9,1,0,0,12,0,0,0,0,1,0,14,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11
YBR065C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,2,2,4,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,8,8,9,13,10,12,11,9,9,9,4,1,2,2
YBR066C,2,5,3,3,3,5,3,3,5,5,2,2,2,8,2,6,6,6,5,6,6,6,7,6,7,7,7,11,7,8,12,12,7,9,13,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,5
YBR067C,3,3,1,2,1,2,2,1,2,2,3,4,8,11,11,12,10,13,9,9,13,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10
YBR068C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,18,20,10,9,10,9,12,12,8,15,7,9,6,5,7,6,4,5,4,4
YBR069C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,8,8,5,1,2,2
YBR072W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,11,17,11,8,14,11,10,11,10,10,13,13,17,15,5,2,6,10,7,1,2,1,1
YBR082C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,14,11,18,17,12,8,14,11,10,11,10,10,13,13,17,15,5,5,6,10,7,1,13,1,1
YBR084C-A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,1,1,2,2,3,3,3
YBR084W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,7,8,8,8,5,1,2,2
YBR089W,2,2,2,2,5,2,2,5,0,9,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8
YBR090C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,5,1,2,1,1
YBR093C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,14,13,12,13,10,13,1,1,1,1,1,1,1,1,1,1,1,1,1,7,8,8,8,5,1,2,2
YBR100W,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,1,1,2,2,3,3,3
YBR101C,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,1,1,2,2,3,3,3
YBR104W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,13,9,9,9,3,1,2,2
YBR105C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,7,7,7,12,12,8,13,7,12,11,5,7,6,4,5,4,4
YBR106W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,13,10,10,9,10,9,5,9,8,8,7,9,6,5,7,6,4,5,4,4
YBR114W,4,4,1,4,1,4,1,4,4,1,4,4,7,7,1,7,1,14,1,1,1,1,1,1,1,4,4,1,10,11,4,4,12,18,20,11,4,5,5,5,5,5,5,5,5,5,6,10,7,0,10,4,4
YBR115C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,1,2,2
YBR116C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1,7,1,1,1,1,10,10,10,1,10,2,2,2,15,16,2,18,2,12,11,2,2,2,2,2,2,3,3,1,1,11,1,1
YBR117C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,9,8,8,10,10,9,9,11,13,10,10,11,10,13,14,10,4,4,4,15,5,12,11,11,15,14,12,11,12,10,6,5,1,2,1,1
YBR136W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,1,12,12,1,8,7,10,2,10,8,13,14,4,4,3,4,11,4,4,3,15,4,4,3,1,4,1,1
YBR137W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,5,4,4,4,4,5,5,5,5,5,5,5,5,5,6,10,5,1,2,1,1
YBR149W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10,6,5,1,2,1,1
YBR161W,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,3,3,6,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,17,7,6,6,6,6,10,12,11,11,7,9,1,4,2,2,7,3,3
YBR173C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,14,4,4,4,5,8,4,11,10,11,10,10,13,13,17,5,5,5,6,10,7,1,2,1,1
YBR178W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,5,5,5,4,4,3,4,4,4,4,3,4,7,5,3,1,4,1,1
YBR179C,1,1,1,1,1,1,1,1,1,1,1,1,5,6,6,5,8,9,1,1,1,1,11,10,11,13,12,12,1,2,7,10,2,10,8,13,14,9,11,2,14,11,12,2,2,15,10,3,1,1,14,1,1
YBR181C,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,1,1,2,2,3,3,3
YBR183W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,10,5,9,9,11,11,9,8,11,4,4,3,4,4,9,13,6,4,7,5,3,1,4,1,1
YBR184W,1,5,3,3,3,5,3,3,5,5,1,3,5,6,6,5,6,6,5,6,6,6,7,6,7,7,7,7,7,8,7,11,7,10,8,12,13,0,0,0,0,10,0,0,0,10,0,0,0,0,7,5,5
YBR189W,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,1,1,2,2,3,3,3
YBR191W,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,1,1,2,2,3,3,3
YBR203W,1,1,1,1,1,1,3,3,3,3,1,3,3,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,4,4,3,4,4,4,8,6,4,4,4,3,0,4,1,1
YBR204C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,2,1,1
YBR207W,3,2,2,2,2,2,2,2,2,2,3,2,8,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
YBR212W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,2,1,1
YBR222C,2,2,3,2,2,2,4,6,8,8,2,5,7,9,10,8,9,0,7,7,15,9,8,8,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,12
YBR224W,2,5,3,2,2,5,4,2,7,7,2,2,2,8,2,6,7,8,2,2,12,11,12,11,12,11,11,11,13,12,12,12,0,17,15,15,16,12,0,8,8,14,13,14,0,11,0,0,0,4,12,5,5
YBR231C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,13,10,10,4,5,5,5,9,5,8,7,9,6,5,7,6,4,8,4,4
YBR237W,2,5,3,3,3,5,3,3,5,5,2,1,5,6,6,5,6,6,5,6,6,6,7,6,7,7,7,7,7,8,7,11,7,9,13,12,13,9,11,0,14,11,12,0,0,0,0,0,0,0,12,5,5
YBR240C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,4,10,4,4,5,5,5,5,8,5,7,9,6,5,10,6,4,10,4,4
YBR241C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,5,4,4,4,5,4,4,4,4,5,5,5,11,15,14,12,11,12,10,6,5,1,2,1,1
YBR244W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,9,5,5,4,4,3,4,4,9,8,3,4,7,5,3,1,4,1,1
YBR247C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,1,2,2
YBR249C,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,11,11,10,6,3,2,2
YBR250W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,8,8,14,13,14,12,11,5,7,6,4,5,4,4
YBR251W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,4,3,4,4,4,4,3,4,4,5,1,1,4,1,1
YBR256C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,14,3,3,1,1,2,1,1
YBR259W,2,2,2,2,2,2,4,4,7,7,2,2,2,8,2,6,7,8,2,2,4,2,2,4,6,6,6,6,6,6,6,6,6,6,15,6,16,12,7,8,8,14,13,14,12,11,9,9,9,4,1,2,2
YBR261C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,6,6,6,6,6,6,6,6,6,6,18,6,17,7,13,12,12,9,15,10,10,13,9,9,9,4,1,4,4
YBR266C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,8,9,10,10,10,13,9,9,9,3,1,2,2
YBR267W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,8,9,10,10,10,13,9,9,9,3,1,2,2
YBR269C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,14,3,3,1,1,2,1,1
YBR275C,1,2,2,4,5,4,4,5,9,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11
YBR278W,3,3,1,2,1,1,1,1,7,2,3,0,8,11,11,12,10,13,9,9,13,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10
YBR280C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,15,3,3,1,1,4,1,1
YBR285W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1,1,1,1,1,1,10,10,10,10,10,4,4,5,15,16,4,18,5,5,5,5,5,5,12,11,12,10,6,5,1,2,1,1
YBR291C,2,2,2,2,2,2,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,13,3,1,11,10,6,3,2,2
YBR296C,3,3,1,1,1,1,3,2,6,6,3,2,6,7,7,11,5,10,2,2,9,8,10,12,10,12,14,13,12,13,17,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,7
YBR297W,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,4,4,3,4,4,4,8,6,4,4,5,3,1,4,1,1
YBR298C,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,4,5,5,5,4,5,5,5,5,6,6,6,6,7,7,9,6,8,4,4,3,2,3,3,3
YCL001W,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,1,1,2,2,3,3,3
YCL008C,1,1,1,1,1,1,1,1,1,1,1,5,1,12,8,10,5,1,1,5,8,1,6,7,8,8,1,1,1,7,2,2,8,11,12,2,2,2,2,2,2,2,2,13,2,14,3,3,1,1,11,1,1
YCL010C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,14,9,11,2,14,2,12,2,2,2,3,3,5,1,2,1,1
YCL012W,2,3,1,2,2,5,4,2,2,7,2,2,2,11,11,6,7,8,2,2,12,11,12,11,12,11,11,11,13,12,12,12,0,0,0,0,8,8,8,7,7,6,6,6,8,7,8,12,11,5,12,2,2
YCL020W,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,2,2,4,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,8,8,9,13,10,10,11,9,9,9,4,1,2,2
YCL024W,1,5,3,3,3,5,3,3,5,5,1,3,5,6,6,5,6,6,5,6,6,6,7,6,7,7,7,7,7,8,7,10,7,10,8,12,13,9,11,3,10,11,12,4,3,10,4,4,3,0,7,5,5
YCL026C-A,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,6,6,6,6,6,6,9,10,9,12,9,8,8,7,9,6,5,7,6,4,5,4,4
YCL029C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,15,6,16,12,7,8,8,9,10,10,10,13,9,9,9,4,1,2,2
YCL033C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,11,2,11,2,2,2,2,11,2,2,2,2,2,2,2,2,3,6,5,1,2,1,1
YCL034W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,4,5,5,10,2,10,8,5,5,4,4,3,4,4,4,4,3,10,4,4,3,1,4,1,1
YCL035C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,12,10,6,5,1,2,1,1
YCL036W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,1,2,2
YCL037C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,1,2,2
YCL041C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,4,6,10,9,10,9,9,9,8,8,7,9,6,5,7,6,4,10,4,4
YCL042W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,14,3,3,1,1,2,1,1
YCL043C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,6,6,6,7,7,7,9,9,8,8,7,9,6,5,7,6,4,5,4,4
YCL044C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,4,10,10,9,10,9,9,9,8,8,7,9,6,5,7,6,4,10,4,4
YCL046W,2,5,3,4,5,5,3,5,9,9,2,0,5,6,8,0,6,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11
YCL049C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,6,6,6,6,7,7,9,12,9,8,8,7,9,6,5,7,6,4,5,4,4
YCL054W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,3,1,2,2
YCL057W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,5,4,4,4,4,5,5,5,5,5,5,5,5,5,6,6,7,1,2,1,1
YCL059C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,8,7,8,8,8,5,1,2,2
YCL064C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,2,1,1
YCL068C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,11,10,8,1,12,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,13,2,14,3,3,1,1,14,1,1
YCL069W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,8,8,9,13,10,10,11,9,9,9,4,1,4,4
YCL074W,1,1,1,1,1,1,3,1,1,1,1,5,7,9,8,8,5,0,7,7,7,7,8,8,9,9,8,9,8,9,8,8,0,14,11,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,6
YCL076W,1,1,1,1,1,1,3,1,1,1,1,3,3,5,5,1,1,5,7,7,7,7,8,8,9,9,8,9,8,9,8,8,0,14,11,8,11,0,0,6,6,7,7,9,6,8,0,0,0,0,9,6,6
YCR001W,2,4,1,2,2,4,4,5,4,10,2,4,6,2,2,2,2,10,4,4,9,0,0,14,0,0,0,0,0,0,15,0,0,18,18,14,17,0,13,12,12,0,15,0,0,0,0,0,0,0,0,7,7
YCR004C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,5,4,4,4,4,5,5,5,5,5,5,5,5,5,6,6,7,1,2,1,1
YCR005C,1,1,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,5,4,4,4,12,18,4,4,4,5,5,5,5,5,5,5,5,5,6,10,7,0,10,1,1
YCR010C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1,1,1,10,1,10,1,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,2,1,1
YCR011C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,8,9,1,1,10,10,9,9,11,13,10,10,11,10,13,14,10,4,4,4,4,5,5,11,5,15,5,12,11,12,10,6,7,1,2,1,1
YCR012W,1,1,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,5,5,5,5,5,5,5,5,5,6,10,6,4,2,1,1
YCR013C,1,1,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,18,4,4,4,5,5,5,5,5,5,5,5,5,6,10,7,0,2,1,1
YCR016W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,5,1,2,2
YCR020C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,8,2,12,10,12,14,13,12,13,10,13,9,7,7,9,8,8,8,7,7,6,6,6,8,7,8,11,8,7,3,2,2
YCR021C,2,2,2,2,2,2,2,2,6,6,2,2,6,7,7,11,3,7,3,10,11,8,10,12,10,14,15,14,0,0,16,16,13,16,19,3,3,3,3,4,3,3,3,3,4,16,11,11,10,6,3,7,7
YCR025C,2,5,3,3,3,5,2,3,8,8,2,3,5,8,0,6,7,0,0,0,15,0,0,0,0,0,0,0,0,0,14,12,0,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12
YCR030C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,12,12,1,8,7,10,2,10,8,13,14,9,4,3,4,11,4,4,3,15,4,4,3,1,4,1,1
YCR034W,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,9,7,7,9,8,8,8,7,7,6,6,6,13,16,8,11,10,6,3,2,2
YCR046C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,2,1,1
YCR047C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,17,15,15,16,12,1,1,1,1,1,1,1,1,2,9,4,3,1,2,2
YCR050C,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,15,3,3,3,4,9,1,1,2,2,3,3,3
YCR055C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,1,2,2
YCR058C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,15,1,1,1,1,1,1,1,1,1,1,2,2,4,3,1,2,2
YCR059C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,1,2,2
YCR061W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,2,1,1
YCR062W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,2,1,1
YCR064C,4,4,4,4,4,4,4,4,4,10,4,4,6,0,2,10,2,10,4,4,9,0,0,14,0,0,0,0,0,0,15,0,0,16,18,14,17,0,13,0,12,0,15,0,0,0,0,0,0,0,0,4,4
YCR068W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,8,9,8,8,10,10,9,9,11,15,13,4,11,10,17,15,10,13,10,10,9,10,9,9,9,14,8,12,9,6,5,7,6,4,8,4,4
YCR069W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,13,17,15,2,2,3,6,5,1,2,1,1
YCR072C,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,1,9,9,4,3,1,2,2
YCR073W-A,1,1,1,1,1,1,1,1,1,1,1,5,3,7,7,7,5,7,6,5,8,7,6,7,8,8,9,8,9,7,9,7,8,11,12,2,12,2,2,2,2,2,9,13,2,14,7,5,1,1,6,1,1
YCR075C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,11,3,14,11,12,4,3,4,3,3,3,1,4,1,1
YCR076C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,14,2,18,17,12,8,14,11,10,11,10,10,13,13,17,15,5,5,6,6,7,1,2,1,1
YCR079W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,2,1,1
YCR080W,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,15,13,4,5,4,17,15,5,13,10,10,9,10,9,9,9,8,8,7,9,6,5,7,6,4,5,4,4
YCR082W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,5,4,4,4,5,4,4,4,4,5,5,5,5,5,5,5,5,5,6,6,7,1,2,1,1
